IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOREIS,NEWREG                              ,2026-04-04-06.59.50.528000,,MAXADMIN
  PAULOALVES,ACTIVE                              ,2016-09-29-09.22.01.000000,,JULINECAETANO
  PAULOALVES,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  PAULOALVES,ACTIVE                              ,2026-03-09-16.46.58.475000,,MAXADMIN
  PAULOALVES,BLOCKED                             ,2026-03-09-16.46.18.147000,,MAXADMIN
  PAULOALVES,ACTIVE                              ,2025-01-18-19.17.50.000000,,MAXADMIN
  PAULOALVES,BLOCKED                             ,2025-01-18-19.17.04.000000,,MAXADMIN
  PAULOALVES,ACTIVE                              ,2024-05-10-06.00.45.000000,,MAXADMIN
  PAULOALVES,BLOCKED                             ,2024-05-10-05.50.53.000000,,MAXADMIN
  PAULOALVES,ACTIVE                              ,2024-05-08-16.23.44.000000,Ticket#0355433 — Novo Login do maximo para Paulo Júnior,ITEAM
  PAULOBARROS,NEWREG                              ,2024-01-15-21.19.15.000000,,MAXADMIN
  PAULOBARROS,INACTIVE                            ,2024-03-16-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOBARROS,ACTIVE                              ,2024-01-15-22.18.07.000000,,ANDREGIACOMELI
  PAULOBESSA,INACTIVE                            ,2024-04-15-01.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  PAULOBESSA,INACTIVE                            ,2024-06-05-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOBESSA,ACTIVE                              ,2024-04-14-21.18.26.000000,,ANDREGIACOMELI
  PAULOBESSA,NEWREG                              ,2024-04-14-21.17.47.000000,,MAXADMIN
  PAULOBESSA,ACTIVE                              ,2024-04-15-10.59.26.000000,Ticket#0350894 — Problemas para acesso ao MAXIMO,ITEAM
  PAULOCABRAL,ACTIVE                              ,2025-05-06-16.24.29.000000,,MAXADOOG
  PAULOCABRAL,INACTIVE                            ,2025-07-26-06.00.06.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOCARNEIRO,NEWREG                              ,2026-05-01-17.25.12.071000,,MAXADMIN
  PAULOCARNEIRO,INACTIVE                            ,2026-07-04-07.45.01.962000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOCARNEIRO,ACTIVE                              ,2026-05-01-17.26.35.770000,,ANDREGIACOMELI
  PAULOCASTILHO,ACTIVE                              ,2025-06-28-03.26.22.000000,,ANDREGIACOMELI
  PAULOCASTILHO,INACTIVE                            ,2025-07-11-01.00.09.000000,Automatic Inativate expired user access,MAXADMIN
  PAULOCASTILHO,NEWREG                              ,2025-06-28-03.24.46.000000,,ITEAM
  PAULOCESAR,ACTIVE                              ,2014-04-29-15.49.59.000000,,MAXADMIN
  PAULOCESAR,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  PAULOCOELHO,ACTIVE                              ,2024-11-20-07.12.05.000000,,ANDREGIACOMELI
  PAULOCOELHO,ACTIVE                              ,2025-09-05-06.21.17.000000,,MAXADMIN
  PAULOCOELHO,BLOCKED                             ,2025-09-05-06.18.47.000000,,MAXADMIN
  PAULOCOELHO,INACTIVE                            ,2025-10-30-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOCOELHO,INACTIVE                            ,2025-08-18-06.00.34.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOCOELHO,ACTIVE                              ,2025-08-28-16.36.44.000000,,ANDREGIACOMELI
  PAULOCOELHO,ACTIVE                              ,2025-06-15-13.48.32.000000,,ANDREGIACOMELI
  PAULOCOELHO,NEWREG                              ,2024-11-20-07.11.26.000000,,MAXADMIN
  PAULOCOELHO,INACTIVE                            ,2025-01-10-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULODIEGO,INACTIVE                            ,2024-08-03-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULODIEGO,ACTIVE                              ,2024-06-10-10.00.57.000000,,ANDREGIACOMELI
  PAULODIEGO,NEWREG                              ,2024-06-10-09.56.07.000000,,MAXADMIN
  PAULOFROTA,NEWREG                              ,2024-01-23-03.42.39.000000,,MAXADMIN
  PAULOFROTA,INACTIVE                            ,2024-06-25-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOFROTA,ACTIVE                              ,2024-01-23-03.44.13.000000,,ANDREGIACOMELI
  PAULOGOMESJR,INACTIVE                            ,2023-12-18-07.13.10.000000,Automatic Inativate expired user access,MAXADMIN
  PAULOGOMESJR,ACTIVE                              ,2023-12-16-13.17.56.000000,,ANDREGIACOMELI
  PAULOGOMESJR,NEWREG                              ,2023-12-16-13.07.07.000000,,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2023-09-25-16.10.27.000000,,ITEAM
  PAULOJUNIOR,ACTIVE                              ,2025-10-20-13.23.31.000000,,HELPDESK
  PAULOJUNIOR,INACTIVE                            ,2025-09-17-06.00.13.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2025-01-15-12.25.49.000000,,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2024-11-03-20.27.54.000000,,MAXADMIN
  PAULOJUNIOR,BLOCKED                             ,2025-01-15-12.21.48.000000,,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2025-01-10-08.22.10.000000,,MAXADMIN
  PAULOJUNIOR,BLOCKED                             ,2025-01-10-08.15.28.000000,,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2025-01-12-06.28.19.000000,,MAXADMIN
  PAULOJUNIOR,BLOCKED                             ,2025-01-12-06.22.23.000000,,MAXADMIN
  PAULOJUNIOR,BLOCKED                             ,2024-11-03-20.19.58.000000,,MAXADMIN
  PAULOJUNIOR,BLOCKED                             ,2024-03-27-16.15.35.000000,,MAXADMIN
  PAULOJUNIOR,INACTIVE                            ,2024-02-09-09.12.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2024-03-21-18.55.20.000000,Ticket#0347431 — Reset de senha Maximo,HELPDESK
  PAULOJUNIOR,ACTIVE                              ,2024-03-27-16.17.13.000000,,MAXADMIN
  PAULOJUNIOR,ACTIVE                              ,2023-12-09-12.59.11.000000,Ticket#0329961,HELPDESK
  PAULOJUNIOR,INACTIVE                            ,2023-11-15-05.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOJUNIORBESSA,NEWREG                              ,2024-05-11-20.30.22.000000,,MAXADMIN
  PAULOJUNIORBESSA,INACTIVE                            ,2025-02-15-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOJUNIORBESSA,ACTIVE                              ,2024-12-26-20.50.56.000000,,ANDREGIACOMELI
  PAULOJUNIORBESSA,INACTIVE                            ,2024-07-05-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOJUNIORBESSA,ACTIVE                              ,2024-05-11-20.31.09.000000,,ANDREGIACOMELI
  PAULOLEAO,BLOCKED                             ,2023-12-14-19.42.02.000000,,MAXADMIN
  PAULOLEAO,ACTIVE                              ,2026-06-24-18.13.56.411000,,MAXADMIN
  PAULOLEAO,BLOCKED                             ,2026-06-24-18.11.54.490000,,MAXADMIN
  PAULOLEAO,ACTIVE                              ,2025-11-21-06.32.46.000000,,MAXADMIN
  PAULOLEAO,BLOCKED                             ,2025-11-21-06.23.04.000000,,MAXADMIN
  PAULOLEAO,INACTIVE                            ,2023-11-30-14.28.16.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOLEAO,ACTIVE                              ,2023-12-14-19.44.43.000000,,MAXADMIN
  PAULOLEAO,ACTIVE                              ,2023-10-10-15.35.45.000000,,ITEAM
  PAULOLEAO,ACTIVE                              ,2023-12-12-08.56.25.000000,Ticket#0330267 — Acesso ao maximo,ITEAM
  PAULOLOPES,NEWREG                              ,2025-02-27-12.20.23.000000,,MAXADMIN
  PAULOLSLOPES,ACTIVE                              ,2025-02-28-06.20.03.000000,,ANDREGIACOMELI
  PAULOLSLOPES,INACTIVE                            ,2025-03-01-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  PAULOLSLOPES,ACTIVE                              ,2025-02-27-12.23.57.000000,,ANDREGIACOMELI
  PAULOLSLOPES,INACTIVE                            ,2025-02-28-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  PAULOLSLOPES,NEWREG                              ,2025-02-27-12.22.54.000000,,MAXADMIN
  PAULOLSLOPES,ACTIVE                              ,2025-03-01-06.56.53.000000,,ANDREGIACOMELI
  PAULOLSLOPES,INACTIVE                            ,2025-04-24-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2014-05-05-10.31.13.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2018-04-26-04.50.49.000000,08716,PATRICKLEAL
  PAULOMARTINS,BLOCKED                             ,2018-04-24-23.47.39.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2019-01-25-14.29.56.000000,,MAXADMIN
  PAULOMARTINS,INACTIVE                            ,2022-09-15-06.01.10.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOMARTINS,BLOCKED                             ,2020-06-29-03.27.07.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2019-01-27-18.45.46.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2020-06-29-03.36.32.000000,,MAXADMIN
  PAULOMARTINS,BLOCKED                             ,2019-02-07-12.29.45.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2019-02-07-11.05.50.000000,,MAXADMIN
  PAULOMARTINS,BLOCKED                             ,2019-01-27-18.43.38.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2019-01-25-16.49.54.000000,,MAXADMIN
  PAULOMARTINS,BLOCKED                             ,2019-01-25-16.46.03.000000,,MAXADMIN
  PAULOMARTINS,BLOCKED                             ,2019-02-07-10.58.12.000000,,MAXADMIN
  PAULOMARTINS,BLOCKED                             ,2019-01-25-14.25.07.000000,,MAXADMIN
  PAULOMARTINS,ACTIVE                              ,2019-02-07-12.35.50.000000,,MAXADMIN
  PAULOMATTOS,ACTIVE                              ,2025-06-14-14.30.09.000000,,ANDREGIACOMELI
  PAULOMATTOS,INACTIVE                            ,2025-08-18-06.00.33.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOMATTOS,NEWREG                              ,2025-06-14-14.29.02.000000,,ITEAM
  PAULOMOREIRA,ACTIVE                              ,2016-12-14-08.14.45.000000,,JULINECAETANO
  PAULOMOREIRA,INACTIVE                            ,2017-06-26-13.59.33.000000,,MAXADOOG
  PAULOPARREIRA,ACTIVE                              ,2017-06-09-10.09.26.000000,,JULINECAETANO
  PAULOPARREIRA,INACTIVE                            ,2018-08-28-14.45.39.000000,,MAXADOOG
  PAULORBCOSTA,ACTIVE                              ,2024-07-31-17.13.48.000000,,MAXADMIN
  PAULORBCOSTA,INACTIVE                            ,2025-04-07-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULORBCOSTA,BLOCKED                             ,2024-08-29-16.15.26.000000,,MAXADMIN
  PAULORBCOSTA,ACTIVE                              ,2024-08-29-16.25.09.000000,,MAXADMIN
  PAULORBCOSTA,BLOCKED                             ,2024-07-31-17.09.40.000000,,MAXADMIN
  PAULORBCOSTA,ACTIVE                              ,2024-07-02-13.25.00.000000,,ANDREGIACOMELI
  PAULORBCOSTA,NEWREG                              ,2024-07-02-13.21.55.000000,,MAXADMIN
  PAULOROBERTO,ACTIVE                              ,2023-12-26-05.26.24.000000,,ANDREGIACOMELI
  PAULOROBERTO,INACTIVE                            ,2024-02-15-05.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOROBERTO,NEWREG                              ,2023-12-26-05.24.57.000000,,MAXADMIN
  PAULOSERGIO,ACTIVE                              ,2014-05-05-20.12.36.000000,,MAXADMIN
  PAULOSERGIO,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  PAULOSILAS,NEWREG                              ,2024-01-09-16.55.39.000000,,MAXADMIN
  PAULOSILAS,INACTIVE                            ,2024-03-02-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOSILAS,ACTIVE                              ,2024-01-09-16.56.24.000000,,JOSESANTOS
  PAULOTAIONE,NEWREG                              ,2025-10-24-20.05.55.000000,,ITEAM
  PAULOTAIONE,INACTIVE                            ,2026-03-26-07.45.02.023000,Usuario inativo por mais de 50 dias,MAXADMIN
  PAULOTAIONE,ACTIVE                              ,2025-10-24-20.11.49.000000,,ANDREGIACOMELI
  PAULOVINICIUS,ACTIVE                              ,2014-05-05-12.19.11.000000,,MAXADMIN
  PAULOVINICIUS,INACTIVE                            ,2020-07-10-08.56.55.000000,Ticket#0164422 - Rescisão Contratual - 07/07/20,JULINECAETANO
  PAULOVITORNUNES,NEWREG                              ,2026-05-08-19.51.33.433000,,MAXADMIN
  PAULOVITORNUNES,ACTIVE                              ,2026-05-08-19.53.02.326000,,ANDREGIACOMELI
  PBJUNIOR,INACTIVE                            ,2024-07-03-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PBJUNIOR,ACTIVE                              ,2024-05-13-15.26.40.000000,,ITEAM
  PCHAMASQUINI,INACTIVE                            ,2024-09-22-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PCHAMASQUINI,ACTIVE                              ,2024-07-20-16.09.23.000000,,JOSESANTOS
  PCHAMASQUINI,NEWREG                              ,2024-07-20-16.04.42.000000,,MAXADMIN
  PEDROAZAMBUJA,ACTIVE                              ,2025-04-10-07.13.46.000000,,MAXADMIN
  PEDROAZAMBUJA,INACTIVE                            ,2025-09-05-06.00.12.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDROAZAMBUJA,ACTIVE                              ,2025-04-11-06.57.31.000000,,MAXADMIN
  PEDROAZAMBUJA,BLOCKED                             ,2025-04-11-06.51.06.000000,,MAXADMIN
  PEDROAZAMBUJA,BLOCKED                             ,2025-04-10-07.07.48.000000,,MAXADMIN
  PEDROAZAMBUJA,ACTIVE                              ,2025-03-12-17.43.35.000000,,ITEAM
  PEDROCAVALCANTI,ACTIVE                              ,2017-07-12-20.04.22.000000,,MAXADOOG
  PEDROCAVALCANTI,INACTIVE                            ,2018-02-16-17.56.29.000000,,MAXADMIN
  PEDROCAVALCANTI,ACTIVE                              ,2021-03-12-19.45.19.000000,habilitando usuarios para auditoria,MAXADOOG
  PEDROCAVALCANTI,INACTIVE                            ,2021-07-16-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDRODAMATA,ACTIVE                              ,2022-12-01-17.54.43.000000,,ITEAM
  PEDRODAMATA,INACTIVE                            ,2024-03-28-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDRODAMATA,ACTIVE                              ,2023-12-07-19.24.32.000000,,MAXADMIN
  PEDRODAMATA,BLOCKED                             ,2023-12-07-19.20.32.000000,,MAXADMIN
  PEDRODAMATA,ACTIVE                              ,2023-09-05-20.40.50.000000,,MAXADMIN
  PEDRODAMATA,BLOCKED                             ,2023-09-05-20.34.34.000000,,MAXADMIN
  PEDROEDUARDO,NEWREG                              ,2026-05-17-07.15.59.770000,,MAXADMIN
  PEDROEDUARDO,INACTIVE                            ,2026-07-07-07.45.01.006000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDROEDUARDO,ACTIVE                              ,2026-05-17-07.17.04.000000,,RAFAELLANA
  PEDROFRANCO,ACTIVE                              ,2018-01-24-08.09.43.000000,,JULINECAETANO
  PEDROFRANCO,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  PEDROGUIMARAES,ACTIVE                              ,2024-07-15-10.01.25.000000,,ITEAM
  PEDROGUIMARAES,BLOCKED                             ,2025-09-22-15.31.48.000000,,MAXADMIN
  PEDROGUIMARAES,ACTIVE                              ,2025-09-22-15.41.40.000000,,MAXADMIN
  PEDROHENRINQUE,NEWREG                              ,2024-09-19-16.24.54.000000,,MAXADMIN
  PEDROHENRINQUE,INACTIVE                            ,2024-11-22-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDROHENRINQUE,ACTIVE                              ,2024-09-19-16.26.49.000000,,JOSESANTOS
  PEDROLIMA,NEWREG                              ,2024-05-05-15.03.33.000000,,MAXADMIN
  PEDROLIMA,INACTIVE                            ,2024-07-05-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDROLIMA,ACTIVE                              ,2024-05-05-15.10.43.000000,,ANDREGIACOMELI
  PEDROLUCAS,NEWREG                              ,2026-05-08-20.22.23.387000,,MAXADMIN
  PEDROLUCAS,INACTIVE                            ,2026-07-02-07.45.02.751000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDROLUCAS,ACTIVE                              ,2026-05-08-20.24.45.067000,,ANDREGIACOMELI
  PEDRONETO,INACTIVE                            ,2023-11-15-05.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDRONETO,INACTIVE                            ,2026-04-16-07.45.07.352000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDRONETO,ACTIVE                              ,2026-01-17-02.39.09.593000,,MAXADMIN
  PEDRONETO,BLOCKED                             ,2026-01-17-02.37.06.085000,,MAXADMIN
  PEDRONETO,BLOCKED                             ,2025-10-05-21.45.44.000000,,MAXADMIN
  PEDRONETO,ACTIVE                              ,2025-10-05-21.47.23.000000,,MAXADMIN
  PEDRONETO,ACTIVE                              ,2025-10-05-11.21.36.000000,,HELPDESK
  PEDRONETO,INACTIVE                            ,2025-08-28-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDRONETO,INACTIVE                            ,2024-12-26-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  PEDRONETO,ACTIVE                              ,2024-12-25-19.00.20.000000,0381159,HELPDESK
  PEDRONETO,BLOCKED                             ,2025-01-01-01.03.56.000000,,MAXADMIN
  PEDRONETO,ACTIVE                              ,2025-01-01-01.05.02.000000,,MAXADMIN
  PEDRONETO,ACTIVE                              ,2024-12-26-08.43.26.000000,0381159,HELPDESK
  PEDRONETO,INACTIVE                            ,2024-09-20-06.00.06.000000,Usuario inativo por mais de 50 dias,MAXADMIN
