IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOPEDROSO,NEWREG                              ,2025-02-15-19.43.21.000000,,MAXADMIN
  ROBSONF,INACTIVE                            ,2025-01-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROBSONF,ACTIVE                              ,2024-11-26-15.52.00.000000,,RENATOSOARES
  ROBSONFERNANDES,NEWREG                              ,2026-02-01-10.06.49.258000,,ITEAM
  ROBSONFERNANDES,INACTIVE                            ,2026-03-30-07.45.01.598000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROBSONFERNANDES,ACTIVE                              ,2026-02-01-10.07.45.034000,,LUIZFELIPE
  ROBSONMENDES,NEWREG                              ,2026-05-16-19.37.07.648000,,MAXADMIN
  ROBSONMENDES,ACTIVE                              ,2026-05-16-19.40.45.336000,,LUIZFELIPE
  ROBSONMODESTO,ACTIVE                              ,2024-10-13-20.11.37.000000,,LUIZFELIPE
  ROBSONMODESTO,INACTIVE                            ,2024-12-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROBSONMODESTO,NEWREG                              ,2024-10-13-20.10.59.000000,,MAXADMIN
  ROBSONMONTEIRO,BLOCKED                             ,2024-05-19-06.30.50.000000,,MAXADMIN
  ROBSONMONTEIRO,INACTIVE                            ,2024-07-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROBSONMONTEIRO,ACTIVE                              ,2024-05-19-06.40.40.000000,,MAXADMIN
  ROBSONMONTEIRO,NEWREG                              ,2024-05-16-19.39.38.000000,,MAXADMIN
  ROBSONMONTEIRO,ACTIVE                              ,2024-05-16-19.40.43.000000,,RAPHAELBARBOSA
  ROBSONROSAFMC,NEWREG                              ,2024-12-17-18.18.14.000000,,MAXADMIN
  ROBSONROSAFMC,INACTIVE                            ,2025-02-05-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ROBSONROSAFMC,ACTIVE                              ,2024-12-17-18.18.46.000000,,RENATOSOARES
  ROBSONSILVA,ACTIVE                              ,2024-05-07-20.05.50.000000,,RAPHAELBARBOSA
  ROBSONSILVA,INACTIVE                            ,2024-05-25-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ROBSONSILVA,NEWREG                              ,2024-05-07-20.05.01.000000,,MAXADMIN
  ROCHASDIEGO,NEWREG                              ,2024-04-19-19.47.19.000000,,MAXADMIN
  ROCHASDIEGO,INACTIVE                            ,2024-08-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROCHASDIEGO,ACTIVE                              ,2024-04-19-19.48.27.000000,,RAPHAELBARBOSA
  RODNEYALBUQUERQUE,NEWREG                              ,2025-10-30-06.42.42.000000,,ITEAM
  RODNEYALBUQUERQUE,INACTIVE                            ,2026-03-26-07.45.02.237000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODNEYALBUQUERQUE,ACTIVE                              ,2025-10-30-06.43.32.000000,,RENATOSOARES
  RODOLFOAUGUSTO,NEWREG                              ,2026-06-11-19.38.38.095000,,MAXADMIN
  RODOLFOAUGUSTO,ACTIVE                              ,2026-06-11-19.39.30.355000,,RENATOSOARES
  RODOLFOLIMA,NEWREG                              ,2024-01-15-19.32.56.000000,,MAXADMIN
  RODOLFOLIMA,INACTIVE                            ,2024-04-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODOLFOLIMA,ACTIVE                              ,2024-01-15-19.34.42.000000,,RAPHAELBARBOSA
  RODOLFORANGEL,NEWREG                              ,2025-05-22-19.40.04.000000,,ITEAM
  RODOLFORANGEL,ACTIVE                              ,2025-05-22-19.40.39.000000,,LUIZFELIPE
  RODOLFORANGEL,INACTIVE                            ,2025-07-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODOLFORIBEIRO,ACTIVE                              ,2025-10-02-19.43.31.000000,,LUIZFELIPE
  RODOLFORIBEIRO,INACTIVE                            ,2025-11-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODOLFORIBEIRO,NEWREG                              ,2025-10-02-19.42.58.000000,,ITEAM
  RODOLFORODRIGUES,NEWREG                              ,2024-06-04-08.14.50.000000,,MAXADMIN
  RODOLFORODRIGUES,INACTIVE                            ,2024-06-20-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODOLFORODRIGUES,ACTIVE                              ,2024-06-04-08.19.55.000000,,RAPHAELBARBOSA
  RODOLPHOARAUJO,ACTIVE                              ,2025-07-16-09.49.59.000000,,ITEAM
  RODRIGOACARDOSO,ACTIVE                              ,2018-04-20-10.27.38.000000,,MAXADMIN
  RODRIGOACARDOSO,ACTIVE                              ,2019-08-12-16.23.56.000000,Ticket#091918 — Dificuldade de acesso Maximo; sonda ODN1,THIAGOFROES
  RODRIGOACARDOSO,INACTIVE                            ,2019-02-06-17.58.40.000000,,MAXADOOG
  RODRIGOACARDOSO,INACTIVE                            ,2020-08-04-10.11.48.000000,Ticket#0165693 - Rescisão Contratual - 03/08/20,JULINECAETANO
  RODRIGOASSIS,ACTIVE                              ,2024-03-27-15.25.11.000000,,ITEAM
  RODRIGOBARROS,ACTIVE                              ,2025-10-15-19.32.48.000000,,RENATOSOARES
  RODRIGOBARROS,INACTIVE                            ,2026-03-26-07.45.01.920000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOBARROS,NEWREG                              ,2025-10-15-19.32.05.000000,,ITEAM
  RODRIGOBESSA,INACTIVE                            ,2024-02-04-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOBESSA,ACTIVE                              ,2024-01-20-20.04.24.000000,,RAPHAELBARBOSA
  RODRIGOBESSA,NEWREG                              ,2024-01-20-19.56.34.000000,,MAXADMIN
  RODRIGOCERCA,NEWREG                              ,2024-02-23-14.52.52.000000,,MAXADMIN
  RODRIGOCERCA,INACTIVE                            ,2024-03-08-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOCERCA,ACTIVE                              ,2024-02-23-14.58.54.000000,,RAPHAELBARBOSA
  RODRIGOCUSANDEI,INACTIVE                            ,2021-04-08-16.37.27.000000,,MAXADOOG
  RODRIGOCUSANDEI,ACTIVE                              ,2022-04-04-14.09.51.000000,,ITEAM
  RODRIGOCUSANDEI,INACTIVE                            ,2022-07-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOCUSANDEI,ACTIVE                              ,2022-06-03-16.35.11.000000,,ITEAM
  RODRIGOCUSANDEI,ACTIVE                              ,2022-06-02-14.11.16.000000,Ticket#0241693 — Credenciais Maximo OD1,ITEAM
  RODRIGOCUSANDEI,INACTIVE                            ,2022-06-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOCUSANDEI,INACTIVE                            ,2022-05-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOCUSANDEI,ACTIVE                              ,2021-04-08-16.37.39.000000,,MAXADOOG
  RODRIGOCUSANDEI,INACTIVE                            ,2021-07-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGODESOUZA,ACTIVE                              ,2024-08-16-20.40.27.000000,,LUIZFELIPE
  RODRIGODESOUZA,INACTIVE                            ,2024-10-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGODESOUZA,NEWREG                              ,2024-08-16-20.39.59.000000,,MAXADMIN
  RODRIGOGOES,ACTIVE                              ,2016-08-02-08.41.25.000000,,JULINECAETANO
  RODRIGOGOES,BLOCKED                             ,2019-03-09-15.37.08.000000,,MAXADMIN
  RODRIGOGOES,ACTIVE                              ,2019-09-06-16.37.30.000000,,MAXADOOG
  RODRIGOGOES,INACTIVE                            ,2019-09-06-16.37.09.000000,,MAXADOOG
  RODRIGOGOES,ACTIVE                              ,2019-03-09-15.41.49.000000,,MAXADMIN
  RODRIGOGOES,ACTIVE                              ,2019-03-09-13.51.49.000000,,MAXADMIN
  RODRIGOGOES,INACTIVE                            ,2020-11-20-14.48.27.000000,Ticket#0177306 - Rescisão Contratual - 17/11/20,MAXADMIN
  RODRIGOGOES,BLOCKED                             ,2019-03-09-13.44.10.000000,,MAXADMIN
  RODRIGOGREGORIO,NEWREG                              ,2025-12-22-20.29.31.798000,,ITEAM
  RODRIGOGREGORIO,INACTIVE                            ,2026-03-26-07.45.02.740000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOGREGORIO,ACTIVE                              ,2025-12-22-20.30.09.691000,,RENATOSOARES
  RODRIGOGUIMARAES,ACTIVE                              ,2023-10-24-15.20.21.000000,,ITEAM
  RODRIGOGUIMARAES,ACTIVE                              ,2024-10-16-09.47.18.000000,Ticket#0375739 — Acesso ao MAXIMO das sondas,ITEAM
  RODRIGOGUIMARAES,INACTIVE                            ,2024-10-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOGUIMARAES,INACTIVE                            ,2023-12-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOJVIEIRA,NEWREG                              ,2023-12-18-11.14.56.000000,,MAXADMIN
  RODRIGOJVIEIRA,INACTIVE                            ,2024-06-18-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOJVIEIRA,ACTIVE                              ,2024-03-24-22.26.12.000000,Ticket#0347672,HELPDESK
  RODRIGOJVIEIRA,INACTIVE                            ,2024-02-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOJVIEIRA,ACTIVE                              ,2023-12-18-11.16.46.000000,,RAPHAELBARBOSA
  RODRIGOKLEIN,ACTIVE                              ,2024-04-14-20.23.40.000000,,RAPHAELBARBOSA
  RODRIGOKLEIN,INACTIVE                            ,2024-06-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOKLEIN,NEWREG                              ,2024-04-14-20.22.01.000000,,MAXADMIN
  RODRIGOMACEDO,ACTIVE                              ,2023-10-26-14.51.00.000000,,ITEAM
  RODRIGOMACEDO,INACTIVE                            ,2026-04-27-07.45.02.699000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMACEDO,ACTIVE                              ,2025-11-25-19.58.09.000000,,HELPDESK
  RODRIGOMACEDO,INACTIVE                            ,2025-10-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMACEDO,ACTIVE                              ,2024-09-05-03.41.39.000000,Ticket#0372446,HELPDESK
  RODRIGOMACEDO,INACTIVE                            ,2024-01-13-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMENDES,ACTIVE                              ,2022-06-06-18.32.27.000000,,MAXADOOG
  RODRIGOMENDES,INACTIVE                            ,2024-04-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMSSANTOS,NEWREG                              ,2024-04-26-19.43.07.000000,,MAXADMIN
  RODRIGOMSSANTOS,INACTIVE                            ,2024-06-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMSSANTOS,ACTIVE                              ,2024-04-26-19.44.04.000000,,RAPHAELBARBOSA
  RODRIGONOGUEIRA,ACTIVE                              ,2024-10-03-13.38.02.000000,,LUIZFELIPE
  RODRIGONOGUEIRA,NEWREG                              ,2024-10-03-13.37.25.000000,,MAXADMIN
  RODRIGONOGUEIRA,INACTIVE                            ,2024-12-18-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOOLIVEIRA,ACTIVE                              ,2023-12-20-09.10.10.000000,,RAPHAELBARBOSA
  RODRIGOOLIVEIRA,INACTIVE                            ,2024-02-09-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOOLIVEIRA,NEWREG                              ,2023-12-20-09.06.45.000000,,MAXADMIN
  RODRIGOOPPEN,NEWREG                              ,2024-08-16-20.34.10.000000,,MAXADMIN
  RODRIGOOPPEN,INACTIVE                            ,2024-10-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOOPPEN,ACTIVE                              ,2024-08-16-20.34.59.000000,,LUIZFELIPE
  RODRIGOPINHEIRO,ACTIVE                              ,2025-07-01-20.04.47.000000,,LUIZFELIPE
  RODRIGOPINHEIRO,INACTIVE                            ,2025-08-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOPINHEIRO,NEWREG                              ,2025-07-01-20.03.49.000000,,ITEAM
  RODRIGORODRIGUES,NEWREG                              ,2023-12-20-07.46.09.000000,,MAXADMIN
  RODRIGORODRIGUES,NEWREG                              ,2025-02-16-13.48.57.000000,,MAXADMIN
  RODRIGORODRIGUES,ACTIVE                              ,2025-02-16-13.52.55.000000,,RENATOSOARES
  RODRIGORODRIGUES,INACTIVE                            ,2025-04-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGORODRIGUES,INACTIVE                            ,2024-02-09-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGORODRIGUES,ACTIVE                              ,2023-12-20-07.46.57.000000,,RAPHAELBARBOSA
  RODRIGOROSA,ACTIVE                              ,2017-04-12-11.33.14.000000,,MAXADOOG
  RODRIGOROSA,ACTIVE                              ,2017-10-18-08.43.34.000000,,MAXADOOG
  RODRIGOROSA,INACTIVE                            ,2018-02-05-18.09.48.000000,Integrante desligado em 01/02/18,MAXADOOG
  RODRIGOROSA,BLOCKED                             ,2018-01-29-09.30.40.000000,,MAXADMIN
  RODRIGOROSA,BLOCKED                             ,2017-08-19-13.51.02.000000,,MAXADMIN
  RODRIGOSOARES,INACTIVE                            ,2025-11-06-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSOARES,NEWREG                              ,2025-08-17-10.31.38.000000,,ITEAM
  RODRIGOSOARES,ACTIVE                              ,2025-08-17-10.35.34.000000,,LUIZFELIPE
  RODRIGOTORRES,INACTIVE                            ,2024-08-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOTORRES,INACTIVE                            ,2026-05-18-01.00.02.249000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOTORRES,ACTIVE                              ,2026-05-03-13.24.07.521000,,RENATOSOARES
  RODRIGOTORRES,NEWREG                              ,2026-05-03-13.23.39.031000,,MAXADMIN
  RODRIGOTORRES,ACTIVE                              ,2024-07-04-19.48.44.000000,,RAPHAELBARBOSA
  RODRIGOTORRES,NEWREG                              ,2024-07-04-19.47.41.000000,,MAXADMIN
  RODRIGOVELLASCO,ACTIVE                              ,2018-01-12-07.55.51.000000,,JULINECAETANO
  RODRIGOVELLASCO,BLOCKED                             ,2018-04-05-14.31.43.000000,,MAXADMIN
  RODRIGOVELLASCO,ACTIVE                              ,2018-09-26-14.36.55.000000,,MAXADMIN
  RODRIGOVELLASCO,INACTIVE                            ,2021-07-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOVELLASCO,ACTIVE                              ,2019-07-19-11.35.43.000000,,MAXADMIN
  RODRIGOVELLASCO,BLOCKED                             ,2019-07-19-11.28.56.000000,,MAXADMIN
  ROGERIOGIMENES,NEWREG                              ,2025-08-09-16.28.08.000000,,ITEAM
  ROGERIOGIMENES,ACTIVE                              ,2025-08-09-16.30.03.000000,,RENATOSOARES
  ROGERIOGIMENES,INACTIVE                            ,2025-10-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOSANTOS,ACTIVE                              ,2023-10-26-14.51.29.000000,,ITEAM
  ROGERIOSANTOS,ACTIVE                              ,2026-02-25-06.36.24.932000,,MAXADMIN
  ROGERIOSANTOS,BLOCKED                             ,2026-02-25-06.35.48.460000,,MAXADMIN
  ROGERIOSANTOS,ACTIVE                              ,2024-10-18-21.45.51.000000,,MAXADMIN
  ROGERIOSANTOS,BLOCKED                             ,2024-10-18-21.38.43.000000,,MAXADMIN
  ROGERIOSANTOS,ACTIVE                              ,2024-05-21-10.20.41.000000,0357522,HELPDESK
  ROGERIOSANTOS,INACTIVE                            ,2024-02-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGIVALDOSILVA,NEWREG                              ,2024-03-31-09.29.49.000000,,MAXADMIN
  ROGIVALDOSILVA,INACTIVE                            ,2024-05-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGIVALDOSILVA,ACTIVE                              ,2024-03-31-09.30.34.000000,,LUIZFELIPE
  ROMARIOCECHINEL,ACTIVE                              ,2023-10-26-14.51.59.000000,,ITEAM
  ROMARIOCECHINEL,INACTIVE                            ,2024-12-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMARIODANTAS,NEWREG                              ,2024-05-02-10.52.25.000000,,MAXADMIN
  ROMARIODANTAS,INACTIVE                            ,2024-08-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMARIODANTAS,ACTIVE                              ,2024-05-02-10.53.04.000000,,RAPHAELBARBOSA
  ROMULOBESSA,NEWREG                              ,2026-01-05-19.31.27.150000,,ITEAM
  ROMULOBESSA,INACTIVE                            ,2026-03-26-07.45.02.923000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMULOBESSA,ACTIVE                              ,2026-01-05-19.32.08.131000,,LUIZFELIPE
  ROMULOGODIM,INACTIVE                            ,2025-11-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMULOGODIM,ACTIVE                              ,2025-09-06-19.58.27.000000,,LUIZFELIPE
  ROMULOGODIM,NEWREG                              ,2025-09-06-19.55.20.000000,,ITEAM
  ROMYMARTINEZ,NEWREG                              ,2025-05-16-19.40.19.000000,,ITEAM
  ROMYMARTINEZ,INACTIVE                            ,2025-07-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMYMARTINEZ,ACTIVE                              ,2025-05-16-19.40.41.000000,,LUIZFELIPE
  RONALDLACERDA,BLOCKED                             ,2018-05-07-08.07.46.000000,,MAXADMIN
  RONALDLACERDA,ACTIVE                              ,2018-04-26-16.02.40.000000,,MAXADMIN
  RONALDLACERDA,ACTIVE                              ,2018-09-26-14.36.55.000000,,MAXADMIN
  RONALDLACERDA,INACTIVE                            ,2021-07-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONALDMOREIRA,ACTIVE                              ,2024-05-17-14.26.20.000000,,ITEAM
  RONALDMOREIRA,INACTIVE                            ,2024-07-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONALDOGDIAS,NEWREG                              ,2024-03-09-16.03.20.000000,,MAXADMIN
  RONALDOGDIAS,INACTIVE                            ,2024-03-23-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
