IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AAMEDEIROS,NEWREG                              ,2024-06-10-09.34.18.000000,,MAXADMIN
  RODRIGOFFFMARTINS,ACTIVE                              ,2025-05-22-09.41.38.000000,,SINVALJUNIOR
  RODRIGOFFFMARTINS,INACTIVE                            ,2025-07-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOFFFMARTINS,NEWREG                              ,2025-05-22-09.40.52.000000,,ITEAM
  RODRIGOFFMARTINS,NEWREG                              ,2025-05-21-07.24.37.000000,,ITEAM
  RODRIGOFFMARTINS,ACTIVE                              ,2025-05-21-07.29.29.000000,,SINVALJUNIOR
  RODRIGOFFMARTINS,INACTIVE                            ,2025-05-22-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOFMARTINS,NEWREG                              ,2025-02-22-16.03.45.000000,,MAXADMIN
  RODRIGOFMARTINS,INACTIVE                            ,2025-05-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOFMARTINS,ACTIVE                              ,2025-02-22-16.04.09.000000,,SINVALJUNIOR
  RODRIGOFREITAS,ACTIVE                              ,2023-12-21-05.06.04.000000,,FELIPEPAIXAO
  RODRIGOFREITAS,NEWREG                              ,2025-01-12-06.16.38.000000,,MAXADMIN
  RODRIGOFREITAS,NEWREG                              ,2023-12-20-20.32.22.000000,,MAXADMIN
  RODRIGOFREITAS,INACTIVE                            ,2024-01-06-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOGOES,ACTIVE                              ,2017-07-17-13.09.47.000000,,MAXADMIN
  RODRIGOGOES,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  RODRIGOGOMESS,NEWREG                              ,2024-04-30-16.30.08.000000,,MAXADMIN
  RODRIGOGOMESS,INACTIVE                            ,2024-07-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOGOMESS,ACTIVE                              ,2024-04-30-16.31.15.000000,,FELIPEPAIXAO
  RODRIGOGUIMARAES,INACTIVE                            ,2023-12-14-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOGUIMARAES,INACTIVE                            ,2024-12-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOGUIMARAES,ACTIVE                              ,2024-10-16-09.47.43.000000,Ticket#0375739 — Acesso ao MAXIMO das sondas,ITEAM
  RODRIGOGUIMARAES,ACTIVE                              ,2023-10-24-15.19.55.000000,,ITEAM
  RODRIGOLEMOSMOREL,ACTIVE                              ,2025-09-09-07.23.53.000000,,SINVALJUNIOR
  RODRIGOLEMOSMOREL,INACTIVE                            ,2025-09-18-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOLEMOSMOREL,NEWREG                              ,2025-09-09-07.09.39.000000,,ITEAM
  RODRIGOLIMA,ACTIVE                              ,2023-07-20-13.56.08.000000,,ITEAM
  RODRIGOLIMA,ACTIVE                              ,2026-01-15-20.21.07.491000,,MAXADMIN
  RODRIGOLIMA,BLOCKED                             ,2026-01-15-20.11.50.471000,,MAXADMIN
  RODRIGOMARTINS,NEWREG                              ,2024-12-29-06.14.13.000000,,MAXADMIN
  RODRIGOMARTINS,INACTIVE                            ,2025-02-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMARTINS,ACTIVE                              ,2024-12-29-06.14.41.000000,,SINVALJUNIOR
  RODRIGOMARTINSF,NEWREG                              ,2025-02-22-15.58.23.000000,,MAXADMIN
  RODRIGOMENDES,ACTIVE                              ,2025-10-10-15.03.45.000000,,MAXADOOG
  RODRIGOMFERNANDES,NEWREG                              ,2025-02-22-15.57.47.000000,,MAXADMIN
  RODRIGOMIRANDA,ACTIVE                              ,2023-10-24-13.33.40.000000,,ITEAM
  RODRIGOMPORTO,ACTIVE                              ,2024-08-25-18.09.19.000000,,FELIPEPAIXAO
  RODRIGOMPORTO,INACTIVE                            ,2025-01-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMPORTO,INACTIVE                            ,2024-10-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOMPORTO,ACTIVE                              ,2024-11-17-05.59.09.000000,,SINVALJUNIOR
  RODRIGOMPORTO,NEWREG                              ,2024-08-25-18.08.42.000000,,MAXADMIN
  RODRIGONORONHA,ACTIVE                              ,2023-10-24-13.33.18.000000,,ITEAM
  RODRIGONORONHA,INACTIVE                            ,2026-03-26-07.45.00.415000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGONORONHA,INACTIVE                            ,2025-04-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGONORONHA,ACTIVE                              ,2025-05-02-09.05.29.000000,2025050229000066,HELPDESK
  RODRIGONORONHA,INACTIVE                            ,2024-08-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGONORONHA,ACTIVE                              ,2024-09-14-06.12.56.000000,Ticket#0373268,HELPDESK
  RODRIGOPDEFREITAS,NEWREG                              ,2025-09-30-21.16.33.000000,,ITEAM
  RODRIGOPDEFREITAS,ACTIVE                              ,2025-09-30-21.18.55.000000,,FELIPEPAIXAO
  RODRIGOPDEFREITAS,INACTIVE                            ,2025-11-20-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOPIMENTA,ACTIVE                              ,2024-02-14-18.05.17.000000,,FELIPEPAIXAO
  RODRIGOPIMENTA,NEWREG                              ,2025-01-12-06.20.56.000000,,MAXADMIN
  RODRIGOPIMENTA,INACTIVE                            ,2024-04-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOPIMENTA,NEWREG                              ,2024-02-14-18.04.06.000000,,MAXADMIN
  RODRIGOPORTO,NEWREG                              ,2024-08-23-16.41.45.000000,,MAXADMIN
  RODRIGOPORTO,INACTIVE                            ,2024-09-02-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOPORTO,ACTIVE                              ,2024-08-23-16.43.24.000000,,FELIPEPAIXAO
  RODRIGOSANTANA,NEWREG                              ,2024-09-12-14.29.54.000000,,MAXADMIN
  RODRIGOSANTANA,INACTIVE                            ,2024-11-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSANTANA,ACTIVE                              ,2024-09-12-14.35.00.000000,,SINVALJUNIOR
  RODRIGOSOARES,NEWREG                              ,2024-07-20-09.49.18.000000,,MAXADMIN
  RODRIGOSOARES,INACTIVE                            ,2025-02-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSOARES,ACTIVE                              ,2024-07-20-09.56.56.000000,,SINVALJUNIOR
  RODRIGOSTORRES,NEWREG                              ,2026-04-03-14.42.56.914000,,MAXADMIN
  RODRIGOSTORRES,INACTIVE                            ,2026-07-06-07.45.00.939000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSTORRES,ACTIVE                              ,2026-04-03-14.43.31.797000,,FELIPEPAIXAO
  RODRIGOTENORIO,ACTIVE                              ,2024-08-25-06.08.00.000000,,FELIPEPAIXAO
  RODRIGOTENORIO,INACTIVE                            ,2024-10-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOTENORIO,NEWREG                              ,2024-08-25-06.07.40.000000,,MAXADMIN
  RODRIGOTORRES,NEWREG                              ,2025-12-11-16.41.03.484000,,ITEAM
  RODRIGOTORRES,INACTIVE                            ,2026-03-26-07.45.01.276000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOTORRES,ACTIVE                              ,2025-12-11-16.55.29.488000,,MAXADMIN
  RODRIGOTORRES,BLOCKED                             ,2025-12-11-16.47.06.392000,,MAXADMIN
  RODRIGOTORRES,ACTIVE                              ,2025-12-11-16.42.10.313000,,SINVALJUNIOR
  RODRIGOVELLASCO,ACTIVE                              ,2018-01-12-07.56.49.000000,,JULINECAETANO
  RODRIGOVELLASCO,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  RODRIGUESFERREIRA,INACTIVE                            ,2024-04-12-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGUESFERREIRA,ACTIVE                              ,2024-03-30-14.00.39.000000,,SINVALJUNIOR
  RODRIGUESFERREIRA,NEWREG                              ,2024-03-30-13.58.14.000000,,MAXADMIN
  RODRIGUESYURI,NEWREG                              ,2025-05-28-06.57.22.000000,,ITEAM
  RODRIGUESYURI,INACTIVE                            ,2025-08-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGUESYURI,ACTIVE                              ,2025-05-28-06.59.06.000000,,SINVALJUNIOR
  ROGERIOB,NEWREG                              ,2025-05-13-09.43.18.000000,,ITEAM
  ROGERIOB,INACTIVE                            ,2025-06-30-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ROGERIOB,ACTIVE                              ,2025-05-13-09.47.04.000000,,FELIPEPAIXAO
  ROGERIOGEOL,NEWREG                              ,2025-01-10-19.50.04.000000,,MAXADMIN
  ROGERIOGEOL,ACTIVE                              ,2025-01-10-19.51.27.000000,,FELIPEPAIXAO
  ROGERIOGEOL,INACTIVE                            ,2025-03-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOJOSE,NEWREG                              ,2026-03-20-08.23.00.788000,,MAXADMIN
  ROGERIOJOSE,INACTIVE                            ,2026-04-21-01.00.00.861000,Automatic Inativate expired user access,MAXADMIN
  ROGERIOJOSE,ACTIVE                              ,2026-03-20-08.25.00.913000,,FELIPEPAIXAO
  ROGERROCHA,NEWREG                              ,2024-02-22-10.24.53.000000,,MAXADMIN
  ROGERROCHA,INACTIVE                            ,2024-03-06-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ROGERROCHA,ACTIVE                              ,2024-02-22-10.28.54.000000,,FELIPEPAIXAO
  ROMILTONDOSSANTOS,ACTIVE                              ,2024-06-25-18.33.34.000000,,SINVALJUNIOR
  ROMILTONDOSSANTOS,INACTIVE                            ,2024-09-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMILTONDOSSANTOS,NEWREG                              ,2024-06-25-18.31.21.000000,,MAXADMIN
  ROMILTONGABRIEL,ACTIVE                              ,2023-12-23-08.42.15.000000,,FELIPEPAIXAO
  ROMILTONGABRIEL,INACTIVE                            ,2024-02-12-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMILTONGABRIEL,NEWREG                              ,2023-12-23-08.40.55.000000,,MAXADMIN
  ROMILTONGABRIELL,NEWREG                              ,2024-01-21-08.11.16.000000,,MAXADMIN
  ROMILTONGABRIELL,INACTIVE                            ,2024-01-21-08.22.13.000000,,FELIPEPAIXAO
  ROMILTONSANTOS,NEWREG                              ,2024-01-21-08.20.39.000000,,MAXADMIN
  ROMILTONSANTOS,INACTIVE                            ,2024-06-25-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ROMILTONSANTOS,ACTIVE                              ,2024-04-12-19.03.16.000000,,MAXADMIN
  ROMILTONSANTOS,ACTIVE                              ,2024-04-30-16.35.17.000000,,MAXADMIN
  ROMILTONSANTOS,BLOCKED                             ,2024-04-12-19.03.12.000000,,MAXADMIN
  ROMILTONSANTOS,BLOCKED                             ,2024-04-30-16.26.30.000000,,MAXADMIN
  ROMILTONSANTOS,ACTIVE                              ,2024-01-21-08.21.52.000000,,FELIPEPAIXAO
  ROMULOCORREA,NEWREG                              ,2024-06-15-06.22.20.000000,,MAXADMIN
  ROMULOCORREA,INACTIVE                            ,2024-06-24-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ROMULOCORREA,ACTIVE                              ,2024-06-15-06.32.25.000000,,SINVALJUNIOR
  RONALDBRAGANZA,ACTIVE                              ,2014-03-25-16.54.45.000000,,MAXADMIN
  RONALDBRAGANZA,INACTIVE                            ,2019-09-27-17.31.37.000000,Saneamento sonda,MAXADOOG
  RONALDLACERDA,ACTIVE                              ,2014-10-07-11.38.09.000000,,MAXADMIN
  RONALDLACERDA,ACTIVE                              ,2018-04-26-16.04.58.000000,,MAXADMIN
  RONALDLACERDA,INACTIVE                            ,2017-03-20-15.37.45.000000,Saneamento usuários março/17,MAXADOOG
  RONALDLACERDA,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  RONDINEIFIRMINO,ACTIVE                              ,2024-03-13-13.33.09.000000,,FELIPEPAIXAO
  RONDINEIFIRMINO,INACTIVE                            ,2024-05-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONDINEIFIRMINO,NEWREG                              ,2024-03-13-13.26.14.000000,,MAXADMIN
  RONDINELEBARBOSA,INACTIVE                            ,2025-03-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONDINELEBARBOSA,ACTIVE                              ,2025-01-06-16.49.17.000000,,SINVALJUNIOR
  RONDINELEBARBOSA,NEWREG                              ,2025-01-06-16.48.51.000000,,MAXADMIN
  RONDINELEBARBOSAVIEIRA,ACTIVE                              ,2024-02-23-17.29.27.000000,,SINVALJUNIOR
  RONDINELEBARBOSAVIEIRA,NEWREG                              ,2024-02-23-17.28.42.000000,,MAXADMIN
  RONDINELEBARBOSAVIEIRA,INACTIVE                            ,2024-03-15-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RONDINELEVIEIRA,ACTIVE                              ,2024-07-27-10.35.03.000000,,FELIPEPAIXAO
  RONDINELEVIEIRA,INACTIVE                            ,2024-10-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONDINELEVIEIRA,NEWREG                              ,2024-07-27-10.34.26.000000,,MAXADMIN
  RONILDOCARV,INACTIVE                            ,2025-03-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONILDOCARV,ACTIVE                              ,2025-01-30-17.30.28.000000,,SINVALJUNIOR
  RONILDOCARV,NEWREG                              ,2025-01-30-17.29.50.000000,,MAXADMIN
  RONNYA,NEWREG                              ,2025-05-18-20.05.29.000000,,ITEAM
  RONNYA,INACTIVE                            ,2025-06-10-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RONNYA,ACTIVE                              ,2025-05-18-20.30.04.000000,,FELIPEPAIXAO
  RONNYA,ACTIVE                              ,2025-05-19-21.48.13.000000,,MAXADMIN
  RONNYA,BLOCKED                             ,2025-05-19-21.42.21.000000,,MAXADMIN
  RONYPESSANHA,ACTIVE                              ,2026-01-05-12.23.08.401000,,ITEAM
  RONYPESSANHA,INACTIVE                            ,2026-03-26-07.45.01.401000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROQUEFLAVIO,NEWREG                              ,2026-03-25-15.21.53.561000,,MAXADMIN
  ROQUEFLAVIO,INACTIVE                            ,2026-04-08-01.00.01.692000,Automatic Inativate expired user access,MAXADMIN
  ROQUEFLAVIO,ACTIVE                              ,2026-03-25-15.25.18.948000,,FELIPEPAIXAO
  RROCHA,INACTIVE                            ,2024-08-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RROCHA,ACTIVE                              ,2024-07-05-03.44.37.000000,,MAXADMIN
  RROCHA,NEWREG                              ,2024-07-04-21.39.52.000000,,MAXADMIN
  RROCHA,ACTIVE                              ,2024-07-05-03.32.33.000000,,FELIPEPAIXAO
  RROCHA,BLOCKED                             ,2024-07-05-03.36.59.000000,,MAXADMIN
  RRRIBEIRO,ACTIVE                              ,2024-07-05-03.44.23.000000,,FELIPEPAIXAO
  RRRIBEIRO,NEWREG                              ,2024-07-05-03.43.41.000000,,MAXADMIN
  RRRIBEIRO,INACTIVE                            ,2024-09-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSANTOSVITURINO,NEWREG                              ,2025-02-08-20.57.04.000000,,MAXADMIN
  RUANMSILVA,NEWREG                              ,2024-06-24-16.18.14.000000,,MAXADMIN
  RUANMSILVA,INACTIVE                            ,2024-08-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUANMSILVA,ACTIVE                              ,2024-06-24-16.19.20.000000,,SINVALJUNIOR
  RUANNESOUZA,NEWREG                              ,2024-03-08-13.39.56.000000,,MAXADMIN
  RUANNESOUZA,ACTIVE                              ,2024-03-08-13.44.02.000000,,FELIPEPAIXAO
  RUANNESOUZA,INACTIVE                            ,2024-05-08-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUANSOUZA,NEWREG                              ,2026-05-26-16.39.50.818000,,MAXADMIN
  RUANSOUZA,ACTIVE                              ,2026-05-26-16.40.21.422000,,SINVALJUNIOR
  RUBENS,NEWREG                              ,2024-09-23-07.26.35.000000,,MAXADMIN
  RUBENS,INACTIVE                            ,2024-10-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RUBENS,ACTIVE                              ,2024-10-27-22.20.20.000000,,FELIPEPAIXAO
  RUBENS,INACTIVE                            ,2024-09-24-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RUBENS,ACTIVE                              ,2024-09-23-14.57.54.000000,,FELIPEPAIXAO
  RUBIMRENATO,NEWREG                              ,2024-07-03-12.27.04.000000,,MAXADMIN
  RUBIMRENATO,ACTIVE                              ,2024-07-03-12.27.42.000000,,FELIPEPAIXAO
  RUBIMRENATO,INACTIVE                            ,2024-08-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUHANPESSANHA,NEWREG                              ,2026-01-14-10.22.42.316000,,ITEAM
  RUHANPESSANHA,INACTIVE                            ,2026-03-26-07.45.01.481000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUHANPESSANHA,ACTIVE                              ,2026-01-14-10.24.34.548000,,FELIPEPAIXAO
  RUMENIKJACCOUD,ACTIVE                              ,2021-11-16-12.29.50.000000,,ITEAM
  RUMENIKJACCOUD,INACTIVE                            ,2022-10-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUMENIKJACCOUD,ACTIVE                              ,2023-01-19-20.18.34.000000,,HELPDESK
  RUMENIKJACCOUD,ACTIVE                              ,2022-01-26-16.57.44.000000,Ticket#0227101 — senha maximo,ITEAM
  RUMENIKJACCOUD,INACTIVE                            ,2022-01-25-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUYLIMANETO,NEWREG                              ,2024-11-03-12.52.44.000000,,MAXADMIN
  RUYNETO,NEWREG                              ,2024-11-03-12.53.40.000000,,MAXADMIN
  RUYNETOO,ACTIVE                              ,2024-11-03-12.57.58.000000,,SINVALJUNIOR
  RUYNETOO,INACTIVE                            ,2025-01-05-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RUYNETOO,NEWREG                              ,2024-11-03-12.57.13.000000,,MAXADMIN
