IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AANDREZACSANTOS,NEWREG                              ,2025-03-26-18.07.08.000000,,MAXADMIN
  THIAGOCALHEIA,ACTIVE                              ,2023-02-24-17.42.45.000000,,ITEAM
  THIAGOCALHEIA,ACTIVE                              ,2026-06-03-15.07.28.164000,Ticket#2026060329000542 — Reset - Senhas Máximo - Equipe de perfuração. - THIAGO ALBUQUERQUE CALHEIA,ITEAM
  THIAGOCALHEIA,INACTIVE                            ,2023-04-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOCAMINHA,ACTIVE                              ,2022-01-18-08.11.41.000000,,ITEAM
  THIAGOCAMINHA,INACTIVE                            ,2022-08-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOCOELHODOSSANTOS,NEWREG                              ,2024-02-07-14.10.28.000000,,MAXADMIN
  THIAGOCOELHODOSSANTOS,ACTIVE                              ,2024-02-07-14.12.08.000000,,CAROLINABRAGA
  THIAGOCOELHODOSSANTOS,INACTIVE                            ,2024-02-08-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  THIAGOCRUZ,NEWREG                              ,2026-03-20-13.23.56.564000,,MAXADMIN
  THIAGOCRUZ,INACTIVE                            ,2026-05-25-07.45.02.080000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOCRUZ,ACTIVE                              ,2026-03-20-13.27.45.595000,,SOCRATESREIS
  THIAGODASILVA,INACTIVE                            ,2023-02-03-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGODASILVA,INACTIVE                            ,2024-03-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGODASILVA,ACTIVE                              ,2022-10-13-09.18.25.000000,,ITEAM
  THIAGODASILVA,INACTIVE                            ,2023-04-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGODASILVA,ACTIVE                              ,2023-02-15-09.23.47.000000,Ticket#0278115,ITEAM
  THIAGODASILVA,ACTIVE                              ,2022-12-14-10.24.28.000000,Ticket#0267501,ITEAM
  THIAGODASILVA,INACTIVE                            ,2022-12-03-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGODASILVA,ACTIVE                              ,2023-04-11-08.44.09.000000,,MAXADOOG
  THIAGODOSANJOS,NEWREG                              ,2026-01-15-10.23.39.346000,,ITEAM
  THIAGODOSANJOS,INACTIVE                            ,2026-04-08-10.55.19.731000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGODOSANJOS,ACTIVE                              ,2026-01-15-10.56.48.306000,,CAROLINABRAGA
  THIAGODOSSANTOS,NEWREG                              ,2026-01-18-11.27.50.383000,,ITEAM
  THIAGODOSSANTOS,INACTIVE                            ,2026-04-08-10.55.20.321000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGODOSSANTOS,ACTIVE                              ,2026-01-18-11.28.27.924000,,CAROLINABRAGA
  THIAGOFACCINI,ACTIVE                              ,2015-08-25-17.54.05.000000,,MAXADMIN
  THIAGOFACCINI,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  THIAGOFROES,INACTIVE                            ,2020-03-11-10.58.10.000000,Usuario sem acessar os ultimos seis meses,MAXADOOG
  THIAGOFROES,ACTIVE                              ,2018-12-28-13.33.44.000000,,MAXADMIN
  THIAGOGRASSINI,ACTIVE                              ,2022-08-15-13.55.14.000000,,ITEAM
  THIAGOGRASSINI,ACTIVE                              ,2026-05-25-06.50.29.847000,2026052529000057,HELPDESK
  THIAGOGRASSINI,INACTIVE                            ,2026-05-12-07.45.02.017000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOGRASSINI,ACTIVE                              ,2024-12-27-17.18.13.000000,,MAXADMIN
  THIAGOGRASSINI,BLOCKED                             ,2024-12-27-17.17.17.000000,,MAXADMIN
  THIAGOGRASSINI,ACTIVE                              ,2022-10-02-18.18.53.000000,,MAXADMIN
  THIAGOGRASSINI,BLOCKED                             ,2022-10-02-18.10.49.000000,,MAXADMIN
  THIAGOLOUZA,ACTIVE                              ,2015-11-09-16.50.13.000000,,MAXADMIN
  THIAGOLOUZA,BLOCKED                             ,2024-02-16-08.20.03.000000,,MAXADMIN
  THIAGOLOUZA,ACTIVE                              ,2024-11-30-07.13.42.000000,,MAXADMIN
  THIAGOLOUZA,BLOCKED                             ,2024-11-30-07.11.42.000000,,MAXADMIN
  THIAGOLOUZA,ACTIVE                              ,2024-02-16-08.20.56.000000,,MAXADMIN
  THIAGOLUIZ,ACTIVE                              ,2025-11-02-19.52.29.000000,,SOCRATESREIS
  THIAGOLUIZ,INACTIVE                            ,2026-04-08-10.55.12.983000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOLUIZ,NEWREG                              ,2025-11-02-19.47.57.000000,,ITEAM
  THIAGOMADUREIRA,NEWREG                              ,2026-01-14-20.23.37.167000,,ITEAM
  THIAGOMADUREIRA,INACTIVE                            ,2026-04-13-07.45.01.494000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOMADUREIRA,ACTIVE                              ,2026-01-19-19.19.56.800000,,CAROLINABRAGA
  THIAGOMADUREIRA,INACTIVE                            ,2026-01-19-01.00.02.534000,Automatic Inativate expired user access,MAXADMIN
  THIAGOMADUREIRA,ACTIVE                              ,2026-01-18-05.52.29.690000,,CAROLINABRAGA
  THIAGOMADUREIRA,INACTIVE                            ,2026-01-18-01.00.02.712000,Automatic Inativate expired user access,MAXADMIN
  THIAGOMADUREIRA,ACTIVE                              ,2026-01-17-07.04.22.082000,,CAROLINABRAGA
  THIAGOMADUREIRA,INACTIVE                            ,2026-01-16-01.00.02.674000,Automatic Inativate expired user access,MAXADMIN
  THIAGOMADUREIRA,ACTIVE                              ,2026-01-15-10.27.33.682000,,CAROLINABRAGA
  THIAGOMELLO,ACTIVE                              ,2025-05-23-19.46.37.000000,,SOCRATESREIS
  THIAGOMELLO,INACTIVE                            ,2026-04-08-10.55.14.150000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOMELLO,ACTIVE                              ,2026-01-28-09.35.09.138000,,MAXADOOG
  THIAGOMELLO,NEWREG                              ,2025-05-23-19.45.37.000000,,ITEAM
  THIAGOMELLO,INACTIVE                            ,2025-07-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOMIRANDA,ACTIVE                              ,2023-07-25-13.38.52.000000,,ITEAM
  THIAGOMIRANDA,INACTIVE                            ,2024-09-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOMUNIZFALCAO,NEWREG                              ,2024-10-01-10.25.15.000000,,MAXADMIN
  THIAGOMUNIZFALCAO,INACTIVE                            ,2024-11-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOMUNIZFALCAO,ACTIVE                              ,2024-10-01-10.27.27.000000,,SOCRATESREIS
  THIAGOOLIVEIRASILVA,NEWREG                              ,2024-09-01-14.01.11.000000,,MAXADMIN
  THIAGOOLIVEIRASILVA,INACTIVE                            ,2024-10-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOOLIVEIRASILVA,ACTIVE                              ,2024-09-01-14.01.56.000000,,CAROLINABRAGA
  THIAGOPATRICKDELIMA,INACTIVE                            ,2025-01-22-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  THIAGOPATRICKDELIMA,INACTIVE                            ,2026-04-08-10.55.14.743000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOPATRICKDELIMA,ACTIVE                              ,2026-01-28-09.35.09.143000,,MAXADOOG
  THIAGOPATRICKDELIMA,INACTIVE                            ,2025-08-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOPATRICKDELIMA,ACTIVE                              ,2025-06-22-14.58.36.000000,,SOCRATESREIS
  THIAGOPATRICKDELIMA,ACTIVE                              ,2025-02-17-18.38.45.000000,,CAROLINABRAGA
  THIAGOPATRICKDELIMA,ACTIVE                              ,2025-02-24-06.16.49.000000,,SOCRATESREIS
  THIAGOPATRICKDELIMA,INACTIVE                            ,2025-05-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOPATRICKDELIMA,INACTIVE                            ,2025-02-25-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  THIAGOPATRICKDELIMA,ACTIVE                              ,2025-03-23-06.22.20.000000,,SOCRATESREIS
  THIAGOPATRICKDELIMA,INACTIVE                            ,2025-02-18-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  THIAGOPATRICKDELIMA,INACTIVE                            ,2025-02-24-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  THIAGOPATRICKDELIMA,ACTIVE                              ,2025-02-23-06.43.28.000000,,SOCRATESREIS
  THIAGOPATRICKDELIMA,ACTIVE                              ,2025-01-21-18.45.23.000000,,CAROLINABRAGA
  THIAGOPATRICKDELIMA,NEWREG                              ,2025-01-21-10.12.14.000000,,MAXADMIN
  THIAGOPERIARD,NEWREG                              ,2025-12-17-15.07.03.464000,,ITEAM
  THIAGOPERIARD,INACTIVE                            ,2026-04-08-10.55.18.026000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOPERIARD,ACTIVE                              ,2025-12-19-11.50.26.639000,,CAROLINABRAGA
  THIAGOPRAZERES,INACTIVE                            ,2025-08-15-15.23.35.000000,,ITEAM
  THIAGORISETO,NEWREG                              ,2026-05-07-19.40.19.395000,,MAXADMIN
  THIAGORISETO,INACTIVE                            ,2026-06-27-07.45.01.618000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGORISETO,ACTIVE                              ,2026-05-07-20.05.23.488000,,CAROLINABRAGA
  THIAGOSAMPIETRO,ACTIVE                              ,2026-01-26-11.33.10.244000,,ITEAM
  THIAGOSAMPIETRO,INACTIVE                            ,2026-06-08-07.45.01.971000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOSAMPIETRO,ACTIVE                              ,2026-04-18-13.56.19.131000,Ticket#2026041829000125,HELPDESK
  THIAGOSAMPIETRO,INACTIVE                            ,2026-04-08-10.55.20.058000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOSIQUEIRA,NEWREG                              ,2025-01-20-20.13.59.000000,,MAXADMIN
  THIAGOSIQUEIRA,INACTIVE                            ,2026-04-08-10.55.16.465000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOSIQUEIRA,ACTIVE                              ,2026-01-28-09.35.09.148000,,MAXADOOG
  THIAGOSIQUEIRA,INACTIVE                            ,2025-02-02-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  THIAGOSIQUEIRA,ACTIVE                              ,2025-01-20-20.19.06.000000,,CAROLINABRAGA
  THIAGOSOUZA,NEWREG                              ,2025-09-22-16.16.11.000000,,ITEAM
  THIAGOSOUZA,INACTIVE                            ,2026-04-08-10.55.15.396000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOSOUZA,ACTIVE                              ,2026-01-28-09.35.09.151000,,MAXADOOG
  THIAGOSOUZA,INACTIVE                            ,2025-11-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOSOUZA,ACTIVE                              ,2025-09-22-16.16.54.000000,,SOCRATESREIS
  THIAGOTERRA,ACTIVE                              ,2025-03-01-06.45.32.000000,,SOCRATESREIS
  THIAGOTERRA,INACTIVE                            ,2026-04-08-10.55.13.342000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTERRA,ACTIVE                              ,2026-02-05-07.55.32.607000,,MAXADMIN
  THIAGOTERRA,BLOCKED                             ,2026-02-05-07.50.52.683000,,MAXADMIN
  THIAGOTERRA,ACTIVE                              ,2026-01-28-09.35.09.156000,,MAXADOOG
  THIAGOTERRA,ACTIVE                              ,2025-07-08-08.45.49.000000,Ticket#2025070829000257,HELPDESK
  THIAGOTERRA,INACTIVE                            ,2025-08-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTERRA,NEWREG                              ,2025-03-01-06.42.14.000000,,MAXADMIN
  THIAGOTERRA,INACTIVE                            ,2025-04-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTINOCO,INACTIVE                            ,2022-10-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTINOCO,INACTIVE                            ,2026-04-08-10.55.12.350000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTINOCO,ACTIVE                              ,2025-12-30-11.47.48.578000,icket#2025123029000151 — ACESSO MAXIMO N09,ITEAM
  THIAGOTINOCO,INACTIVE                            ,2025-07-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTINOCO,ACTIVE                              ,2025-06-09-09.34.48.000000,,MAXADOOG
  THIAGOTINOCO,ACTIVE                              ,2022-11-04-16.04.57.000000,Ticket#0263473,HELPDESK
  THIAGOTINOCO,ACTIVE                              ,2022-05-11-13.57.10.000000,,ITEAM
  THIAGOTINOCO,INACTIVE                            ,2022-12-27-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THIAGOTINOCO,BLOCKED                             ,2022-11-06-10.23.06.000000,,MAXADMIN
  THIAGOTINOCO,ACTIVE                              ,2022-11-06-10.30.13.000000,,MAXADMIN
  THOMASROONEY,ACTIVE                              ,2014-03-07-17.58.06.000000,,MAXADMIN
  THOMASROONEY,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  THOMASZSADZA,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  THOMASZSADZA,INACTIVE                            ,2019-01-25-16.28.41.000000,Inativando usuarios que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
  THRAMOS,INACTIVE                            ,2025-10-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  THRAMOS,INACTIVE                            ,2026-04-08-10.55.15.315000,Usuario inativo por mais de 50 dias,MAXADMIN
  THRAMOS,ACTIVE                              ,2026-01-28-09.35.09.161000,,MAXADOOG
  THRAMOS,ACTIVE                              ,2025-07-13-05.57.36.000000,,SOCRATESREIS
  THRAMOS,NEWREG                              ,2025-07-13-04.29.48.000000,,ITEAM
  TIAGO FONSECA,NEWREG                              ,2026-01-19-09.18.41.507000,,MAXREG
  TIAGOAGUIAR,INACTIVE                            ,2023-11-30-14.11.45.000000,,ITEAM
  TIAGOAGUIAR,ACTIVE                              ,2025-09-29-07.41.20.000000,Ticket#2025092929000026,HELPDESK
  TIAGOAGUIAR,INACTIVE                            ,2025-09-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGOAGUIAR,ACTIVE                              ,2025-06-12-14.59.46.000000,2025061229000732,HELPDESK
  TIAGOAGUIAR,INACTIVE                            ,2024-02-17-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGOAGUIAR,ACTIVE                              ,2023-12-16-02.37.35.000000,,MAXADMIN
  TIAGOAGUIAR,BLOCKED                             ,2023-12-16-02.35.55.000000,,MAXADMIN
  TIAGOAGUIAR,ACTIVE                              ,2023-11-30-14.18.29.000000,,ITEAM
  TIAGOALMENDRO,ACTIVE                              ,2015-05-28-16.02.57.000000,,MAXADMIN
  TIAGOALMENDRO,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  TIAGOAZEVEDO,NEWREG                              ,2026-05-18-11.28.53.839000,,MAXADMIN
  TIAGOAZEVEDO,ACTIVE                              ,2026-05-18-11.29.25.702000,,SOCRATESREIS
  TIAGOBITTENCOURT,ACTIVE                              ,2015-06-09-18.29.25.000000,,MAXADMIN
  TIAGOBITTENCOURT,ACTIVE                              ,2025-11-26-08.02.46.000000,Ticket#2025112629000081,HELPDESK
  TIAGOBITTENCOURT,INACTIVE                            ,2025-11-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGODEMESQUITA,NEWREG                              ,2024-03-17-13.40.22.000000,,MAXADMIN
  TIAGODEMESQUITA,INACTIVE                            ,2024-06-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGODEMESQUITA,ACTIVE                              ,2024-03-17-13.42.07.000000,,CAROLINABRAGA
  TIAGODESOUZAPAULO,ACTIVE                              ,2025-03-11-17.55.33.000000,,CAROLINABRAGA
  TIAGODESOUZAPAULO,INACTIVE                            ,2026-04-08-10.55.16.581000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGODESOUZAPAULO,ACTIVE                              ,2026-01-28-09.35.09.168000,,MAXADOOG
  TIAGODESOUZAPAULO,INACTIVE                            ,2025-05-06-20.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGODESOUZAPAULO,NEWREG                              ,2025-03-11-17.54.37.000000,,MAXADMIN
  TIAGODOLOR,ACTIVE                              ,2014-09-22-20.13.22.000000,,MAXADMIN
  TIAGODOLOR,INACTIVE                            ,2017-03-20-15.13.21.000000,Saneamento usuários Março/17,MAXADOOG
  TIAGOEFERREIRA,NEWREG                              ,2025-11-03-07.55.32.000000,,ITEAM
  TIAGOEFERREIRA,INACTIVE                            ,2026-04-08-10.55.13.002000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGOEFERREIRA,ACTIVE                              ,2025-11-04-07.49.13.000000,,SOCRATESREIS
  TIAGOEFERREIRA,INACTIVE                            ,2025-11-03-11.26.26.000000,Ticket#2025110329000052 — Acesso ao sistema Máxim,ITEAM
  TIAGOEFERREIRA,ACTIVE                              ,2025-11-03-07.56.15.000000,,SOCRATESREIS
  TIAGOMESQUITA,NEWREG                              ,2024-01-30-07.35.54.000000,,MAXADMIN
  TIAGOMESQUITA,ACTIVE                              ,2024-01-30-14.10.27.000000,,SOCRATESREIS
  TIAGOMESQUITA,INACTIVE                            ,2024-03-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  TIAGOPINHEIRO,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  TIAGOPINHEIRO,INACTIVE                            ,2018-03-12-17.28.19.000000,Integrante desligado em 12/03/2018,MAXADOOG
  TIAGOPINHEIRO,BLOCKED                             ,2016-10-10-13.44.08.000000,,MAXADMIN
  TIAGOPINHEIRO,ACTIVE                              ,2016-12-05-15.39.16.000000,,HELPDESK
  TIAGOPRAZERES,ACTIVE                              ,2025-04-28-17.39.15.000000,,ITEAM
