IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AADOSSANTOS,NEWREG                              ,2026-01-26-02.07.47.403000,,ITEAM
  RODRIGOSALESFERNANDES,NEWREG                              ,2025-03-21-15.08.25.000000,,ITEAM
  RODRIGOSALESFERNANDES,INACTIVE                            ,2025-05-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSALESFERNANDES,ACTIVE                              ,2025-03-21-15.10.12.000000,,SILVERIOMAIA
  RODRIGOSANTOS,ACTIVE                              ,2014-05-28-15.07.18.000000,,MAXADMIN
  RODRIGOSANTOS,INACTIVE                            ,2023-02-06-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSANTOS,BLOCKED                             ,2018-02-20-04.34.41.000000,,MAXADMIN
  RODRIGOSANTOS,ACTIVE                              ,2018-04-06-18.33.43.000000,Ticket#07771,MAXADOOG
  RODRIGOSCANDIDO,NEWREG                              ,2023-12-26-07.13.24.000000,,MAXADMIN
  RODRIGOSCANDIDO,ACTIVE                              ,2024-08-11-15.39.17.000000,,LEONARDOFRANCISCO
  RODRIGOSCANDIDO,INACTIVE                            ,2024-05-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSCANDIDO,INACTIVE                            ,2024-10-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSCANDIDO,ACTIVE                              ,2023-12-26-09.33.53.000000,,LEONARDOFRANCISCO
  RODRIGOSCOUTO,NEWREG                              ,2024-04-25-16.03.25.000000,,MAXADMIN
  RODRIGOSCOUTO,INACTIVE                            ,2024-05-05-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOSCOUTO,ACTIVE                              ,2024-04-25-16.06.35.000000,,SILVERIOMAIA
  RODRIGOSGODINHO,NEWREG                              ,2025-05-02-06.41.13.000000,,ITEAM
  RODRIGOSGODINHO,INACTIVE                            ,2025-05-06-19.59.49.000000,Automatic Inativate expired user access,MAXADMIN
  RODRIGOSGODINHO,ACTIVE                              ,2025-05-02-06.51.48.000000,,UELITONJUNIOR
  RODRIGOSILVA,ACTIVE                              ,2023-10-19-15.29.16.000000,,ITEAM
  RODRIGOSILVA,ACTIVE                              ,2024-10-16-07.30.52.000000,0375855,HELPDESK
  RODRIGOSILVA,INACTIVE                            ,2024-10-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOSOUZA,ACTIVE                              ,2020-06-15-18.07.12.000000,,MAXADMIN
  RODRIGOSOUZA,INACTIVE                            ,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOTOLEDO,NEWREG                              ,2026-04-25-13.23.26.751000,,MAXADMIN
  RODRIGOTOLEDO,INACTIVE                            ,2026-06-25-07.45.01.540000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGOTOLEDO,ACTIVE                              ,2026-04-25-13.35.06.497000,,SILVERIOMAIA
  RODRIGOVELLASCO,INACTIVE                            ,2020-03-11-10.47.16.000000,Integrantes sem acesso nos ultimos seis meses,MAXADOOG
  RODRIGOVELLASCO,ACTIVE                              ,2018-01-12-08.05.34.000000,,JULINECAETANO
  RODRIGOVIEIRADESOUZA,NEWREG                              ,2024-12-31-07.09.16.000000,,MAXADMIN
  RODRIGOVIEIRADESOUZA,INACTIVE                            ,2025-06-09-07.07.40.000000,,LEONARDOFRANCISCO
  RODRIGUESFABIO,NEWREG                              ,2025-02-22-18.20.22.000000,,ITEAM
  RODRIGUESFABIO,INACTIVE                            ,2025-04-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RODRIGUESFABIO,ACTIVE                              ,2025-02-22-18.22.09.000000,,LEONARDOFRANCISCO
  RODROGOBINDONE,NEWREG                              ,2025-03-09-16.12.10.000000,,ITEAM
  RODROGOBINDONE,INACTIVE                            ,2025-05-17-19.59.49.000000,,UELITONJUNIOR
  ROGERIOBALTAZAR,NEWREG                              ,2024-08-12-15.50.23.000000,,MAXADMIN
  ROGERIOBALTAZAR,ACTIVE                              ,2024-08-12-16.02.42.000000,,SILVERIOMAIA
  ROGERIOBALTAZAR,INACTIVE                            ,2024-10-02-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOBARCELOS,NEWREG                              ,2024-04-08-09.40.35.000000,,MAXADMIN
  ROGERIOBARCELOS,INACTIVE                            ,2024-08-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOBARCELOS,ACTIVE                              ,2024-04-08-09.47.33.000000,,LEONARDOFRANCISCO
  ROGERIOCARDOSO,INACTIVE                            ,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ROGERIOCARDOSO,ACTIVE                              ,2014-05-13-12.02.51.000000,,MAXADMIN
  ROGERIOGOMES,INACTIVE                            ,2021-08-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOGOMES,ACTIVE                              ,2019-03-25-16.44.44.000000,Ticket#075493 — Criação de usuário no Maximo,THIAGOFROES
  ROGERIOGOMES,INACTIVE                            ,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
  ROGERIOGOMES,ACTIVE                              ,2018-08-01-09.57.51.000000,,JULINECAETANO
  ROGERIOHENRIQUETAVARES,ACTIVE                              ,2025-11-12-15.41.17.000000,,SILVERIOMAIA
  ROGERIOHENRIQUETAVARES,INACTIVE                            ,2026-03-26-07.45.03.766000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOHENRIQUETAVARES,NEWREG                              ,2025-11-12-15.36.36.000000,,ITEAM
  ROGERIOSGOMES,NEWREG                              ,2025-11-09-10.33.40.000000,,ITEAM
  ROGERIOSGOMES,INACTIVE                            ,2026-03-26-07.45.03.223000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOSGOMES,ACTIVE                              ,2025-11-09-10.39.06.000000,,SILVERIOMAIA
  ROGERIOTAVARES,INACTIVE                            ,2024-03-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOTAVARES,INACTIVE                            ,2024-07-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROGERIOTAVARES,ACTIVE                              ,2024-05-21-21.03.46.000000,Ticket#0357682,HELPDESK
  ROGERIOTAVARES,NEWREG                              ,2024-01-13-11.51.38.000000,,MAXADMIN
  ROGERIOTAVARES,ACTIVE                              ,2024-01-13-13.43.56.000000,,LEONARDOFRANCISCO
  ROLIVEIRA,NEWREG                              ,2024-02-01-13.22.19.000000,,MAXADMIN
  ROLIVEIRA,ACTIVE                              ,2024-02-01-13.25.51.000000,,SILVERIOMAIA
  ROLIVEIRA,INACTIVE                            ,2024-04-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMEUDEMELLO,ACTIVE                              ,2024-08-17-16.52.27.000000,,SILVERIOMAIA
  ROMEUDEMELLO,INACTIVE                            ,2024-10-08-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMEUDEMELLO,NEWREG                              ,2024-08-17-16.50.08.000000,,MAXADMIN
  ROMULOCHIARADIA,NEWREG                              ,2024-01-13-11.48.34.000000,,MAXADMIN
  ROMULOCHIARADIA,INACTIVE                            ,2024-03-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMULOCHIARADIA,ACTIVE                              ,2024-01-13-13.43.28.000000,,LEONARDOFRANCISCO
  ROMULOJUNIOR,INACTIVE                            ,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMULOJUNIOR,ACTIVE                              ,2023-10-19-15.29.50.000000,,ITEAM
  ROMULOJUNIOR,INACTIVE                            ,2024-08-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMULOJUNIOR,ACTIVE                              ,2025-03-04-09.37.23.000000,,HELPDESK
  ROMULOJUNIOR,ACTIVE                              ,2024-01-10-15.09.44.000000,,ITEAM
  ROMULOROBERTOVENTURA,NEWREG                              ,2026-06-21-10.29.03.485000,,MAXADMIN
  ROMULOROBERTOVENTURA,ACTIVE                              ,2026-06-21-10.30.00.484000,,SILVERIOMAIA
  ROMULOSTEINBACH,NEWREG                              ,2025-01-05-10.55.02.000000,,MAXADMIN
  ROMULOSTEINBACH,INACTIVE                            ,2025-02-26-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ROMULOSTEINBACH,ACTIVE                              ,2025-01-05-10.59.31.000000,,SILVERIOMAIA
  ROMYAGUILAR,NEWREG                              ,2024-01-28-13.53.27.000000,,MAXADMIN
  ROMYAGUILAR,ACTIVE                              ,2024-01-28-13.58.11.000000,,SILVERIOMAIA
  ROMYAGUILAR,INACTIVE                            ,2024-03-28-06.00.24.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONALDBACKMAN,ACTIVE                              ,2014-05-13-11.23.05.000000,,MAXADMIN
  RONALDBACKMAN,INACTIVE                            ,2017-03-20-15.00.46.000000,Saneamento março/17,MAXADOOG
  RONALDLACERDA,ACTIVE                              ,2017-07-06-10.02.49.000000,,MAXADOOG
  RONALDLACERDA,INACTIVE                            ,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
  RONALDMOREIRA,INACTIVE                            ,2024-07-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONALDMOREIRA,ACTIVE                              ,2024-05-15-10.22.59.000000,,ITEAM
  RONALDSANTOS,NEWREG                              ,2024-04-01-10.45.15.000000,,MAXADMIN
  RONALDSANTOS,ACTIVE                              ,2024-04-01-10.48.02.000000,,SILVERIOMAIA
  RONALDSANTOS,INACTIVE                            ,2024-06-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONALDSTOLK,INACTIVE                            ,2019-11-14-09.16.29.000000,Ticket#0104269 — Emissão de Rescisão Contratual - RONALD CHARLES STOLK,THIAGOFROES
  RONALDSTOLK,ACTIVE                              ,2019-08-29-15.48.12.000000,,THIAGOFROES
  RONALDVIEIRA,NEWREG                              ,2026-02-05-15.43.19.327000,,ITEAM
  RONALDVIEIRA,ACTIVE                              ,2026-05-07-08.29.21.006000,,LEONARDOFRANCISCO
  RONALDVIEIRA,INACTIVE                            ,2026-04-01-07.45.01.248000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONALDVIEIRA,ACTIVE                              ,2026-02-05-15.47.14.543000,,LEONARDOFRANCISCO
  RONANCONCIDERA,NEWREG                              ,2025-06-10-17.02.20.000000,,ITEAM
  RONANCONCIDERA,INACTIVE                            ,2025-07-31-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONANCONCIDERA,ACTIVE                              ,2025-06-10-17.06.01.000000,,LEONARDOFRANCISCO
  RONDINELEBARBOSA,ACTIVE                              ,2025-02-24-09.36.21.000000,,ITEAM
  RONDINELEBARBOSA,INACTIVE                            ,2025-04-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONDINELLEAGUIAR,ACTIVE                              ,2016-09-30-16.36.42.000000,,MAXADMIN
  RONDINELLEAGUIAR,INACTIVE                            ,2018-09-03-09.25.48.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
  RONILDOJUNIOR,NEWREG                              ,2024-12-10-13.46.40.000000,,MAXADMIN
  RONILDOJUNIOR,INACTIVE                            ,2025-03-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONILDOJUNIOR,ACTIVE                              ,2024-12-10-13.49.05.000000,,SILVERIOMAIA
  RONYELLEOLIVEIRA,ACTIVE                              ,2025-06-04-10.19.56.000000,,ITEAM
  RONYELLEOLIVEIRA,INACTIVE                            ,2025-08-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONYLOPES,NEWREG                              ,2026-03-03-13.24.50.683000,,MAXADMIN
  RONYLOPES,INACTIVE                            ,2026-04-26-07.45.01.308000,Usuario inativo por mais de 50 dias,MAXADMIN
  RONYLOPES,ACTIVE                              ,2026-03-03-13.30.19.909000,,SILVERIOMAIA
  RONYPESSANHA,ACTIVE                              ,2026-01-05-14.35.17.263000,,ITEAM
  RONYPESSANHA,INACTIVE                            ,2026-03-26-07.45.04.193000,Usuario inativo por mais de 50 dias,MAXADMIN
  RPFEIJO,NEWREG                              ,2025-07-11-08.41.06.000000,,ITEAM
  RPFEIJO,INACTIVE                            ,2025-08-31-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RPFEIJO,ACTIVE                              ,2025-07-11-08.41.36.000000,,SILVERIOMAIA
  RPINHEIRO,INACTIVE                            ,2025-08-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RPINHEIRO,NEWREG                              ,2025-06-15-14.24.58.000000,,ITEAM
  RPINHEIRO,ACTIVE                              ,2025-06-15-14.26.09.000000,,SILVERIOMAIA
  RPMARTINS,NEWREG                              ,2025-08-23-20.57.19.000000,,MAXREG
  RPOSSATI,NEWREG                              ,2026-05-08-16.37.17.403000,,MAXADMIN
  RPOSSATI,INACTIVE                            ,2026-06-28-07.45.01.738000,Usuario inativo por mais de 50 dias,MAXADMIN
  RPOSSATI,ACTIVE                              ,2026-05-08-16.37.58.309000,,LEONARDOFRANCISCO
  RPVIEIRA,ACTIVE                              ,2025-10-31-00.46.08.000000,,SILVERIOMAIA
  RPVIEIRA,INACTIVE                            ,2025-12-30-01.00.01.699000,Automatic Inativate expired user access,MAXADMIN
  RPVIEIRA,NEWREG                              ,2025-10-31-00.45.16.000000,,ITEAM
  RRCERQUEIRA,NEWREG                              ,2026-05-13-03.48.22.268000,,MAXADMIN
  RRCERQUEIRA,INACTIVE                            ,2026-07-03-07.45.02.345000,Usuario inativo por mais de 50 dias,MAXADMIN
  RRCERQUEIRA,ACTIVE                              ,2026-05-13-03.55.06.884000,,LEONARDOFRANCISCO
  RRMARTINS,NEWREG                              ,2026-05-11-16.44.04.719000,,MAXADMIN
  RRMARTINS,INACTIVE                            ,2026-07-02-07.45.02.194000,Usuario inativo por mais de 50 dias,MAXADMIN
  RRMARTINS,ACTIVE                              ,2026-05-11-16.51.21.595000,,LEONARDOFRANCISCO
  RROCHA,NEWREG                              ,2026-05-09-13.18.00.170000,,MAXADMIN
  RROCHA,INACTIVE                            ,2026-07-03-07.45.02.279000,Usuario inativo por mais de 50 dias,MAXADMIN
  RROCHA,ACTIVE                              ,2026-05-09-13.25.04.731000,,LEONARDOFRANCISCO
  RRODRIGUES,NEWREG                              ,2025-07-05-05.14.40.000000,,ITEAM
  RRODRIGUES,INACTIVE                            ,2025-08-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RRODRIGUES,ACTIVE                              ,2025-07-05-05.16.00.000000,,LEONARDOFRANCISCO
  RRRIBEIRO,NEWREG                              ,2025-12-31-08.28.07.352000,,ITEAM
  RRRIBEIRO,INACTIVE                            ,2026-03-26-07.45.04.130000,Usuario inativo por mais de 50 dias,MAXADMIN
  RRRIBEIRO,ACTIVE                              ,2025-12-31-08.29.13.591000,,LEONARDOFRANCISCO
  RRSANTOS,NEWREG                              ,2025-08-02-08.51.03.000000,,ITEAM
  RRSANTOS,INACTIVE                            ,2025-10-02-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  RRSANTOS,ACTIVE                              ,2025-08-02-08.52.13.000000,,LEONARDOFRANCISCO
  RSALES,ACTIVE                              ,2025-03-25-09.24.46.000000,,SILVERIOMAIA
  RSALES,INACTIVE                            ,2026-03-31-07.45.01.517000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSALES,ACTIVE                              ,2026-01-16-17.45.49.192000,,LEONARDOFRANCISCO
  RSALES,INACTIVE                            ,2025-10-18-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSALES,ACTIVE                              ,2025-08-18-10.24.07.000000,,SILVERIOMAIA
  RSALES,INACTIVE                            ,2025-07-13-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSALES,NEWREG                              ,2025-03-25-09.23.46.000000,,ITEAM
  RSARDINHA,ACTIVE                              ,2024-01-04-11.02.10.000000,,SILVERIOMAIA
  RSARDINHA,INACTIVE                            ,2026-04-14-07.45.01.725000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSARDINHA,ACTIVE                              ,2026-01-03-20.11.23.621000,,SILVERIOMAIA
  RSARDINHA,INACTIVE                            ,2025-11-26-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSARDINHA,ACTIVE                              ,2025-08-05-08.09.08.000000,,LEONARDOFRANCISCO
  RSARDINHA,ACTIVE                              ,2024-10-18-07.26.56.000000,,SILVERIOMAIA
  RSARDINHA,INACTIVE                            ,2024-09-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSARDINHA,ACTIVE                              ,2025-03-20-17.50.30.000000,,SILVERIOMAIA
  RSARDINHA,INACTIVE                            ,2025-05-27-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSARDINHA,INACTIVE                            ,2025-02-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSARDINHA,NEWREG                              ,2024-01-04-11.01.07.000000,,MAXADMIN
  RSBARRETO,NEWREG                              ,2025-11-30-03.38.09.000000,,ITEAM
  RSBARRETO,ACTIVE                              ,2026-06-23-06.19.33.201000,,SILVERIOMAIA
  RSBARRETO,INACTIVE                            ,2026-05-25-07.45.03.350000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSBARRETO,ACTIVE                              ,2025-11-30-03.50.10.000000,,SILVERIOMAIA
  RSCALDAS,ACTIVE                              ,2025-05-18-06.03.27.000000,,UELITONJUNIOR
  RSCALDAS,INACTIVE                            ,2026-07-13-07.45.01.876000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSCALDAS,ACTIVE                              ,2026-05-14-07.02.32.475000,,SILVERIOMAIA
  RSCALDAS,INACTIVE                            ,2026-03-26-07.45.02.298000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSCALDAS,ACTIVE                              ,2025-10-23-13.28.36.000000,,LEONARDOFRANCISCO
  RSCALDAS,INACTIVE                            ,2025-07-09-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSCALDAS,NEWREG                              ,2025-05-18-06.02.45.000000,,ITEAM
  RSMARQUESDEASSIS,NEWREG                              ,2025-11-30-03.48.42.000000,,ITEAM
  RSMARQUESDEASSIS,INACTIVE                            ,2026-03-26-07.45.03.450000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSMARQUESDEASSIS,ACTIVE                              ,2025-11-30-03.52.02.000000,,SILVERIOMAIA
  RSMCARVALHO,NEWREG                              ,2026-04-18-22.32.51.320000,,MAXADMIN
  RSMCARVALHO,INACTIVE                            ,2026-06-08-07.45.02.532000,Usuario inativo por mais de 50 dias,MAXADMIN
  RSMCARVALHO,ACTIVE                              ,2026-04-18-22.33.21.793000,,SILVERIOMAIA
  RSOUSA,NEWREG                              ,2025-12-20-06.18.01.745000,,ITEAM
